address,lat,long,geometry,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"317   Kendall Avenue, MARYSVILLE, MI 48040",42.884548,-82.481135,"[-82.481135, 42.884548]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"840 E. HURON BLVD, MARYSVILLE, MI 48040",42.9068019,-82.4694421,"[-82.46944210000001, 42.9068019]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"301  GRATIOT BLVD, MARYSVILLE, MI 48040",42.9247662,-82.4610593,"[-82.4610593, 42.9247662]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"2510  Busha Highway, MARYSVILLE, MI 48040",42.8885947,-82.494036,"[-82.494036, 42.8885947]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"2321  BUSHA HWY, MARYSVILLE, MI 48040",42.8882918,-82.489355,"[-82.489355, 42.8882918]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"2541 MILLS ST, MARYSVILLE, MI 48040",42.8831978,-82.48284,"[-82.48284, 42.8831978]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"302 Carleton St., MARYSVILLE, MI 48040",42.8862567,-82.4817906,"[-82.4817906, 42.8862567]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"2701 S RANGE RD, MARYSVILLE, MI 48040",42.877829,-82.4971326,"[-82.4971326, 42.877829]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"2409 Wills Street, MARYSVILLE, MI 48040",42.885718,-82.4828058,"[-82.4828058, 42.885718]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"2700 Wills Street, MARYSVILLE, MI 48040",42.8790334,-82.486486,"[-82.48648600000001, 42.8790334]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"501 Busha Hwy    M29, MARYSVILLE, MI 48040",42.922847,-82.461521,"[-82.46152099999999, 42.922847]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"1875 BUSHA HIGHWAY, MARYSVILLE, MI 48040",42.8972449,-82.4841688,"[-82.48416879999999, 42.8972449]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"2512 BUSHA HIGHWAY, MARYSVILLE, MI 48040",42.8858795,-82.4907187,"[-82.4907187, 42.8858795]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"2900 Busha Highway, MARYSVILLE, MI 48040",42.8743077,-82.4854285,"[-82.4854285, 42.8743077]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"2121 BUSHA HWY, MARYSVILLE, MI 48040",42.8938269,-82.4852593,"[-82.4852593, 42.8938269]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"1765 MICHIGAN AVENUE, MARYSVILLE, MI 48040",42.8985054,-82.4781525,"[-82.4781525, 42.8985054]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"SE 1/4 NE 1/4 SEC 32, MARYSVILLE, MI 48040",42.8991801,-82.4861053,"[-82.48610529999999, 42.8991801]","26","147","637300","26147637300","6373",Census Tract 6373,G5020,S,"7971048","2558409","+42.8943287","-082.4782177"
"1001 Woodside Ave., BAY CITY, MI 48708",43.6068156,-83.8779274,"[-83.87792739999999, 43.6068156]","26","017","286500","26017286500","2865",Census Tract 2865,G5020,S,"2968147","742309","+43.6092932","-083.8763931"
"2905 N WATER ST, BAY CITY, MI 48708",43.6098867,-83.8686315,"[-83.86863149999999, 43.6098867]","26","017","286500","26017286500","2865",Census Tract 2865,G5020,S,"2968147","742309","+43.6092932","-083.8763931"
"900 S WATER ST, BAY CITY, MI 48708",43.5826337,-83.8964223,"[-83.8964223, 43.5826337]","26","017","286500","26017286500","2865",Census Tract 2865,G5020,S,"2968147","742309","+43.6092932","-083.8763931"
"601 SAGINAW ST, BAY CITY, MI 48708",43.5961045,-83.8892346,"[-83.8892346, 43.5961045]","26","017","286500","26017286500","2865",Census Tract 2865,G5020,S,"2968147","742309","+43.6092932","-083.8763931"
"301 N WATER ST, BAY CITY, MI 48707",43.5933957,-83.8919112,"[-83.8919112, 43.59339569999999]","26","017","286500","26017286500","2865",Census Tract 2865,G5020,S,"2968147","742309","+43.6092932","-083.8763931"
"401 SAGINAW, BAY CITY, MI 48708",43.594265,-83.8887639,"[-83.8887639, 43.594265]","26","017","286500","26017286500","2865",Census Tract 2865,G5020,S,"2968147","742309","+43.6092932","-083.8763931"
"1310 N MADISON AVENUE, BAY CITY, MI 48708",43.6030134,-83.8833301,"[-83.8833301, 43.60301339999999]","26","017","286500","26017286500","2865",Census Tract 2865,G5020,S,"2968147","742309","+43.6092932","-083.8763931"
"1414 N MADISON STREET, BAY CITY, MI 48706",43.6040893,-83.8832062,"[-83.88320619999999, 43.60408930000001]","26","017","286500","26017286500","2865",Census Tract 2865,G5020,S,"2968147","742309","+43.6092932","-083.8763931"
"101 Picard Street, BAY CITY, MI 48091",43.6106364,-83.8633825,"[-83.8633825, 43.6106364]","26","017","286500","26017286500","2865",Census Tract 2865,G5020,S,"2968147","742309","+43.6092932","-083.8763931"
"PORTABLE CRUSHING PLANT #156-11, BIG BAY, MI 49855",46.8157568,-87.7284636,"[-87.7284636, 46.8157568]","26","103","002902","26103002902","29.02",Census Tract 29.02,G5020,S,"677406044","188563494","+46.7867757","-087.8139808"
"MORGAN MEADOWS ROAD  #48-82F, MARQUETTE, MI 49855",46.513227,-87.4874168,"[-87.48741679999999, 46.513227]","26","103","002901","26103002901","29.01",Census Tract 29.01,G5020,S,"79877550","13393971","+46.5811834","-087.4784559"
"4090 US-41 West, MARQUETTE, MI 49855",46.5506082,-87.4684748,"[-87.4684748, 46.5506082]","26","103","002901","26103002901","29.01",Census Tract 29.01,G5020,S,"79877550","13393971","+46.5811834","-087.4784559"
"600 COUNTY ROAD NP, MARQUETTE, MI 49855",46.4966665,-87.4653998,"[-87.4653998, 46.4966665]","26","103","002901","26103002901","29.01",Census Tract 29.01,G5020,S,"79877550","13393971","+46.5811834","-087.4784559"
"2322 US 41 WEST, MARQUETTE, MI 49855",46.5503122,-87.43819,"[-87.43819, 46.5503122]","26","103","002901","26103002901","29.01",Census Tract 29.01,G5020,S,"79877550","13393971","+46.5811834","-087.4784559"
"400 E HAMPTON, MARQUETTE, MI 49855",46.5315931,-87.3932028,"[-87.3932028, 46.53159309999999]","26","103","002802","26103002802","28.02",Census Tract 28.02,G5020,S,"8748786","4029143","+46.5173651","-087.3999805"
"bakery to close permanently 06/27/09, MARQUETTE, MI 49855",46.526894,-87.3932605,"[-87.3932605, 46.52689400000001]","26","103","002802","26103002802","28.02",Census Tract 28.02,G5020,S,"8748786","4029143","+46.5173651","-087.3999805"
"1101 S FRONT ST, MARQUETTE, MI 49855",46.5332847,-87.3959538,"[-87.3959538, 46.5332847]","26","103","002802","26103002802","28.02",Census Tract 28.02,G5020,S,"8748786","4029143","+46.5173651","-087.3999805"
"1960 U.S. Highway 41 South, MARQUETTE, MI 49855",46.5113253,-87.3826727,"[-87.3826727, 46.5113253]","26","103","002802","26103002802","28.02",Census Tract 28.02,G5020,S,"8748786","4029143","+46.5173651","-087.3999805"
"1201 COUNTY RD 492, NEGAUNEE, MI 49866",46.5316605,-87.4604484,"[-87.46044839999999, 46.5316605]","26","103","002801","26103002801","28.01",Census Tract 28.01,G5020,S,"13263543","77803","+46.5328703","-087.4405918"
"200 Meeske Avenue, MARQUETTE, MI 49855",46.548053,-87.4264184,"[-87.4264184, 46.548053]","26","103","002801","26103002801","28.01",Census Tract 28.01,G5020,S,"13263543","77803","+46.5328703","-087.4405918"
"3342 RATTLE RUN RD, SAINT CLAIR, MI 48079",42.8252507,-82.5190699,"[-82.51906989999999, 42.82525070000001]","26","147","640200","26147640200","6402",Census Tract 6402,G5020,S,"48385539","212094","+42.8484075","-082.5434416"
"250  Murphy Drive, MARYSVILLE, MI 48040",42.899963,-82.511593,"[-82.51159299999999, 42.89996300000001]","26","147","640600","26147640600","6406",Census Tract 6406,G5020,S,"44921947","142246","+42.8747275","-082.5880530"
"4851 Gratiot Avenue, SAINT CLAIR, MI 48079",42.903128,-82.5139004,"[-82.5139004, 42.903128]","26","147","640600","26147640600","6406",Census Tract 6406,G5020,S,"44921947","142246","+42.8747275","-082.5880530"
"4662  PUTTYGUT RD, CHINA TWP, MI 48054",42.7868728,-82.4994706,"[-82.4994706, 42.7868728]","26","147","641000","26147641000","6410",Census Tract 6410,G5020,S,"88527044","451290","+42.7722791","-082.5619961"
"4505 King Road, CHINA TWP, MI 48054",42.7725367,-82.512224,"[-82.512224, 42.7725367]","26","147","641000","26147641000","6410",Census Tract 6410,G5020,S,"88527044","451290","+42.7722791","-082.5619961"
"5440  PUTTYGUT  RD., CHINA, MI 48054",42.7880898,-82.5302097,"[-82.5302097, 42.78808979999999]","26","147","641000","26147641000","6410",Census Tract 6410,G5020,S,"88527044","451290","+42.7722791","-082.5619961"
"4690 Puttygut Road, CHINA TWP, MI 48079",42.7880539,-82.5004222,"[-82.5004222, 42.7880539]","26","147","641000","26147641000","6410",Census Tract 6410,G5020,S,"88527044","451290","+42.7722791","-082.5619961"
"4621 Bree Rd, CHINA TWP, MI 48054",42.802814,-82.4979904,"[-82.49799039999999, 42.802814]","26","147","641000","26147641000","6410",Census Tract 6410,G5020,S,"88527044","451290","+42.7722791","-082.5619961"
"8370 GARFIELD RD, FREELAND, MI 48623",43.5300737,-84.0951208,"[-84.0951208, 43.5300737]","26","145","010101","26145010101","101.01",Census Tract 101.01,G5020,S,"53700315","480392","+43.5360815","-084.0737874"
"3900 Holland Road, SAGINAW, MI 48601",43.4106166,-83.8812603,"[-83.8812603, 43.4106166]","26","145","011002","26145011002","110.02",Census Tract 110.02,G5020,S,"7630164","83352","+43.4166281","-083.8918937"
"3357 HOLLAND AVE, SAGINAW, MI 48605",43.4150156,-83.8968668,"[-83.89686680000001, 43.4150156]","26","145","011002","26145011002","110.02",Census Tract 110.02,G5020,S,"7630164","83352","+43.4166281","-083.8918937"
"530 N FRANKLIN, FRANKENMUTH, MI 48734",43.3447684,-83.7413291,"[-83.7413291, 43.3447684]","26","145","011302","26145011302","113.02",Census Tract 113.02,G5020,S,"61419282","4021","+43.3575621","-083.7485103"
"916 S. RIVERSIDE AVE., SAINT CLAIR, MI 48079",42.8184344,-82.4859361,"[-82.48593609999999, 42.8184344]","26","147","642000","26147642000","6420",Census Tract 6420,G5020,S,"7586948","1753837","+42.8265297","-082.4924331"
"1500 S CARNEY DR, SAINT CLAIR, MI 48079",42.8150199,-82.5066598,"[-82.5066598, 42.8150199]","26","147","642000","26147642000","6420",Census Tract 6420,G5020,S,"7586948","1753837","+42.8265297","-082.4924331"
"1111 F W  MOORE HWY, SAINT CLAIR, MI 48079",42.8168443,-82.498075,"[-82.498075, 42.81684430000001]","26","147","642000","26147642000","6420",Census Tract 6420,G5020,S,"7586948","1753837","+42.8265297","-082.4924331"
"2020 Christian B Hass Er, SAINT CLAIR, MI 48079",42.8433282,-82.4957489,"[-82.4957489, 42.84332819999999]","26","147","642000","26147642000","6420",Census Tract 6420,G5020,S,"7586948","1753837","+42.8265297","-082.4924331"
"2011 CHRISTIAN B. HAAS DR., SAINT CLAIR, MI 48079",42.8437364,-82.494755,"[-82.494755, 42.8437364]","26","147","642000","26147642000","6420",Census Tract 6420,G5020,S,"7586948","1753837","+42.8265297","-082.4924331"
"1230 Clinton Ave, SAINT CLAIR, MI 48079",42.8231353,-82.498075,"[-82.498075, 42.8231353]","26","147","642000","26147642000","6420",Census Tract 6420,G5020,S,"7586948","1753837","+42.8265297","-082.4924331"
"800 FRED MOORE HWY, SAINT CLAIR, MI 48079",42.8177036,-82.4938457,"[-82.4938457, 42.8177036]","26","147","642000","26147642000","6420",Census Tract 6420,G5020,S,"7586948","1753837","+42.8265297","-082.4924331"
"2001 Christian B Haas Drive, SAINT CLAIR, MI 48079",42.8459443,-82.4940571,"[-82.49405709999999, 42.8459443]","26","147","642000","26147642000","6420",Census Tract 6420,G5020,S,"7586948","1753837","+42.8265297","-082.4924331"
"1811 South Range Road, SAINT CLAIR, MI 48079",42.852466,-82.495335,"[-82.495335, 42.852466]","26","147","642000","26147642000","6420",Census Tract 6420,G5020,S,"7586948","1753837","+42.8265297","-082.4924331"
"650 HATHAWAY STREET, E CHINA TWP, MI 48054",42.8074312,-82.4949876,"[-82.4949876, 42.8074312]","26","147","643000","26147643000","6430",Census Tract 6430,G5020,S,"17080136","3199633","+42.7637700","-082.4881221"
"5550 OCCIDENTAL HWY, TECUMSEH, MI 49286",41.9691184,-83.9681385,"[-83.9681385, 41.9691184]","26","091","060702","26091060702","607.02",Census Tract 607.02,G5020,S,"46245954","542081","+41.9677712","-083.9431428"
"GREEN HIGHWAY AND IVES ROAD, ADRIAN, MI 49221",41.9780949,-83.9558528,"[-83.9558528, 41.97809489999999]","26","091","060702","26091060702","607.02",Census Tract 607.02,G5020,S,"46245954","542081","+41.9677712","-083.9431428"
"2373 IVES RD., TECUMSEH, MI 49286",41.9741944,-83.9779034,"[-83.9779034, 41.97419439999999]","26","091","060702","26091060702","607.02",Census Tract 607.02,G5020,S,"46245954","542081","+41.9677712","-083.9431428"
"1200 E.  Chicago Blvd., TECUMSEH, MI 49286",41.9998259,-83.9185106,"[-83.91851059999999, 41.9998259]","26","091","060702","26091060702","607.02",Census Tract 607.02,G5020,S,"46245954","542081","+41.9677712","-083.9431428"
"200 INDUSTRIAL DRIVE, TECUMSEH, MI 49286",41.9897071,-83.9415944,"[-83.9415944, 41.9897071]","26","091","060702","26091060702","607.02",Census Tract 607.02,G5020,S,"46245954","542081","+41.9677712","-083.9431428"
"1450 E. BEECHER ST, ADRIAN, MI 49221",41.8887155,-84.0151519,"[-84.01515189999999, 41.8887155]","26","091","061701","26091061701","617.01",Census Tract 617.01,G5020,S,"26676892","0","+41.8532930","-084.0163882"
"2675 TREAT RD, ADRIAN, MI 49221",41.8807091,-84.0149041,"[-84.01490410000001, 41.8807091]","26","091","061701","26091061701","617.01",Census Tract 617.01,G5020,S,"26676892","0","+41.8532930","-084.0163882"
"2827 TREAT ST, ADRIAN, MI 49221",41.8775483,-84.0178164,"[-84.0178164, 41.8775483]","26","091","061701","26091061701","617.01",Census Tract 617.01,G5020,S,"26676892","0","+41.8532930","-084.0163882"
"4021 S ADRIAN, ADRIAN, MI 49221",41.8597716,-84.0421633,"[-84.0421633, 41.85977159999999]","26","091","061701","26091061701","617.01",Census Tract 617.01,G5020,S,"26676892","0","+41.8532930","-084.0163882"
"2675 Treat St., ADRIAN, MI 49221",41.8807091,-84.0149041,"[-84.01490410000001, 41.8807091]","26","091","061701","26091061701","617.01",Census Tract 617.01,G5020,S,"26676892","0","+41.8532930","-084.0163882"
"2675 Treat Street, ADRIAN, MI 49221",41.8807091,-84.0149041,"[-84.01490410000001, 41.8807091]","26","091","061701","26091061701","617.01",Census Tract 617.01,G5020,S,"26676892","0","+41.8532930","-084.0163882"
"73309 M 40, LAWTON, MI 49065",42.1516633,-85.8481737,"[-85.84817369999999, 42.1516633]","26","159","011602","26159011602","116.02",Census Tract 116.02,G5020,S,"85134385","4613477","+42.1203224","-085.8150233"
"1840 WEALTHY ST SE, GRAND RAPIDS, MI 49506",42.9537711,-85.622769,"[-85.62276899999999, 42.9537711]","26","081","012400","26081012400","124",Census Tract 124,G5020,S,"2121559","0","+42.9471491","-085.6212030"
"549 IONIA SW, GRAND RAPIDS, MI 49503",42.9526281,-85.6705421,"[-85.67054209999999, 42.9526281]","26","081","002800","26081002800","28",Census Tract 28,G5020,S,"1392561","0","+42.9480261","-085.6694375"
"13 MCCONNELL STREET SW, GRAND RAPIDS, MI 49503",42.9556059,-85.6690924,"[-85.6690924, 42.95560589999999]","26","081","002800","26081002800","28",Census Tract 28,G5020,S,"1392561","0","+42.9480261","-085.6694375"
"225 GRAHAM ST SW, GRAND RAPIDS, MI 49503",42.950419,-85.6733855,"[-85.6733855, 42.950419]","26","081","002800","26081002800","28",Census Tract 28,G5020,S,"1392561","0","+42.9480261","-085.6694375"
"900 Hynes Avenue SW, GRAND RAPIDS, MI 49507",42.9462895,-85.6750504,"[-85.67505039999999, 42.9462895]","26","081","002800","26081002800","28",Census Tract 28,G5020,S,"1392561","0","+42.9480261","-085.6694375"
"300  36th St. SW, GRAND RAPIDS, MI 49548",42.8986896,-85.6727968,"[-85.6727968, 42.8986896]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"2947  Buchanan  SW, WYOMING, MI 49548",42.9098956,-85.6717758,"[-85.67177579999999, 42.9098956]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"3011 HILLCROFT AVE, GRAND RAPIDS, MI 49548",42.9088854,-85.6740675,"[-85.67406749999999, 42.9088854]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"2555 BUCHANAN SW, GRAND RAPIDS, MI 49518",42.9167417,-85.6714797,"[-85.67147969999999, 42.9167417]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"2940 STAFFORD SW, WYOMING, MI 49509",42.9105073,-85.6747897,"[-85.67478969999999, 42.9105073]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"2450 BUCHANAN, GRAND RAPIDS, MI 49548",42.920089,-85.6700584,"[-85.6700584, 42.920089]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"321 TERMINAL ST SW, GRAND RAPIDS, MI 49548",42.9153307,-85.6738268,"[-85.6738268, 42.9153307]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"248 28th Street SW, GRAND RAPIDS, MI 49501",42.9124736,-85.6725163,"[-85.6725163, 42.9124736]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"2945 HILLCROFT, WYOMING, MI 49548",42.9099495,-85.6740662,"[-85.67406620000001, 42.9099495]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"1529 SOUTH DIVISION, GRAND RAPIDS, MI 49507",42.9170122,-85.6666747,"[-85.6666747, 42.91701219999999]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"344 MART ST. SW, GRAND RAPIDS, MI 49548",42.9158712,-85.6740675,"[-85.67406749999999, 42.9158712]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"345 32ND ST SW, WYOMING, MI 49458",42.9067043,-85.6746292,"[-85.67462920000001, 42.9067043]","26","081","013600","26081013600","136",Census Tract 136,G5020,S,"2402415","0","+42.9097824","-085.6719587"
"1539 TAYLOR AVE N, GRAND RAPIDS, MI 49505",42.9905446,-85.6688857,"[-85.66888569999999, 42.9905446]","26","081","000900","26081000900","9",Census Tract 9,G5020,S,"1320116","161204","+42.9932339","-085.6685008"
"1340 MONROE NW, GRAND RAPIDS, MI 49505",42.9874926,-85.6704365,"[-85.6704365, 42.9874926]","26","081","000900","26081000900","9",Census Tract 9,G5020,S,"1320116","161204","+42.9932339","-085.6685008"
"1661 MONROE AVE, GRAND RAPIDS, MI 49505",42.9939816,-85.6714177,"[-85.67141769999999, 42.9939816]","26","081","000900","26081000900","9",Census Tract 9,G5020,S,"1320116","161204","+42.9932339","-085.6685008"
"1648 MONROE AVENUE NW, GRAND RAPIDS, MI 49503",42.9930848,-85.6700255,"[-85.6700255, 42.9930848]","26","081","000900","26081000900","9",Census Tract 9,G5020,S,"1320116","161204","+42.9932339","-085.6685008"
"1593 PLAINFIELD AVE NE, GRAND RAPIDS, MI 49505",42.9917312,-85.6624549,"[-85.6624549, 42.9917312]","26","081","000900","26081000900","9",Census Tract 9,G5020,S,"1320116","161204","+42.9932339","-085.6685008"
"1230 MONROE AVE NW, GRAND RAPIDS, MI 49505",42.9858898,-85.6696541,"[-85.6696541, 42.9858898]","26","081","000900","26081000900","9",Census Tract 9,G5020,S,"1320116","161204","+42.9932339","-085.6685008"
"1340 Monroe Avenue NW, GRAND RAPIDS, MI 49505",42.9874926,-85.6704365,"[-85.6704365, 42.9874926]","26","081","000900","26081000900","9",Census Tract 9,G5020,S,"1320116","161204","+42.9932339","-085.6685008"
"200 JEFFERSON AVENUE SE, GRAND RAPIDS, MI 49503",42.9584268,-85.6629329,"[-85.6629329, 42.9584268]","26","081","002100","26081002100","21",Census Tract 21,G5020,S,"1241227","0","+42.9629575","-085.6613619"
"8990 PEACH RIDGE, SPARTA, MI 49345",43.129451,-85.74731,"[-85.74731, 43.129451]","26","081","010401","26081010401","104.01",Census Tract 104.01,G5020,S,"84951172","112044","+43.1701683","-085.7392737"
"9983 Sparta Ave, SPARTA, MI 49345",43.1454015,-85.7109253,"[-85.7109253, 43.1454015]","26","081","010401","26081010401","104.01",Census Tract 104.01,G5020,S,"84951172","112044","+43.1701683","-085.7392737"
"4640 Coit Ave., GRAND RAPIDS, MI 49525",43.045184,-85.63433,"[-85.63432999999999, 43.04518400000001]","26","081","011200","26081011200","112",Census Tract 112,G5020,S,"8368678","471580","+43.0414729","-085.6361249"
"475 Four Mile Rd  NE, GRAND RAPIDS, MI 49509",43.029172,-85.6564806,"[-85.65648060000001, 43.029172]","26","081","011200","26081011200","112",Census Tract 112,G5020,S,"8368678","471580","+43.0414729","-085.6361249"
"4640 Coit Ave, GRAND RAPIDS, MI 49525",43.045184,-85.63433,"[-85.63432999999999, 43.04518400000001]","26","081","011200","26081011200","112",Census Tract 112,G5020,S,"8368678","471580","+43.0414729","-085.6361249"
"4772 COIT AVE NE, GRAND RAPIDS, MI 49505",43.0482318,-85.6328781,"[-85.6328781, 43.0482318]","26","081","011200","26081011200","112",Census Tract 112,G5020,S,"8368678","471580","+43.0414729","-085.6361249"
"4775 COIT AVE, GRAND RAPIDS, MI 49505",43.0497607,-85.6363563,"[-85.6363563, 43.0497607]","26","081","011200","26081011200","112",Census Tract 112,G5020,S,"8368678","471580","+43.0414729","-085.6361249"
"324 S Union ST., SPARTA, MI 49345",43.1538164,-85.706555,"[-85.706555, 43.1538164]","26","081","010402","26081010402","104.02",Census Tract 104.02,G5020,S,"9396671","18785","+43.1550415","-085.6995000"
"320 S. Union St., SPARTA, MI 49345",43.1546997,-85.7058202,"[-85.70582019999999, 43.15469969999999]","26","081","010402","26081010402","104.02",Census Tract 104.02,G5020,S,"9396671","18785","+43.1550415","-085.6995000"
"252 E Gardner St, SPARTA, MI 49345",43.156259,-85.703898,"[-85.703898, 43.156259]","26","081","010402","26081010402","104.02",Census Tract 104.02,G5020,S,"9396671","18785","+43.1550415","-085.6995000"
"200 APPLEWOOD, SPARTA, MI 49346",43.1573158,-85.7203061,"[-85.7203061, 43.1573158]","26","081","010402","26081010402","104.02",Census Tract 104.02,G5020,S,"9396671","18785","+43.1550415","-085.6995000"
"200 S Maple Street, SPARTA, MI 49345",43.154431,-85.7036009,"[-85.7036009, 43.154431]","26","081","010402","26081010402","104.02",Census Tract 104.02,G5020,S,"9396671","18785","+43.1550415","-085.6995000"
"1060 13 MILE RD NW, SPARTA, MI 49345",43.1600985,-85.698111,"[-85.698111, 43.1600985]","26","081","010402","26081010402","104.02",Census Tract 104.02,G5020,S,"9396671","18785","+43.1550415","-085.6995000"
"140 E AVERILL ST, SPARTA, MI 49345",43.1556302,-85.706555,"[-85.706555, 43.1556302]","26","081","010402","26081010402","104.02",Census Tract 104.02,G5020,S,"9396671","18785","+43.1550415","-085.6995000"
"122 SOUTH ASPEN STREET, SPARTA, MI 49345",43.1579042,-85.7027057,"[-85.7027057, 43.1579042]","26","081","010402","26081010402","104.02",Census Tract 104.02,G5020,S,"9396671","18785","+43.1550415","-085.6995000"
"15 4TH STREET, SAND LAKE, MI 49343",43.2911984,-85.51575,"[-85.51575, 43.2911984]","26","081","010101","26081010101","101.01",Census Tract 101.01,G5020,S,"141275889","1946235","+43.2567380","-085.4615575"
"1500 UNION AVE SE, GRAND RAPIDS, MI 49507",42.9358528,-85.6532595,"[-85.65325949999999, 42.9358528]","26","081","003700","26081003700","37",Census Tract 37,G5020,S,"1469241","0","+42.9313010","-085.6561532"
"1601 MADISON AVE, GRAND RAPIDS, MI 49507",42.9342431,-85.6600235,"[-85.6600235, 42.9342431]","26","081","003700","26081003700","37",Census Tract 37,G5020,S,"1469241","0","+42.9313010","-085.6561532"
"433 CROFTON SE, GRAND RAPIDS, MI 49507",42.9348472,-85.6569334,"[-85.6569334, 42.9348472]","26","081","003700","26081003700","37",Census Tract 37,G5020,S,"1469241","0","+42.9313010","-085.6561532"
"1146 N RAYMOND RD, BATTLE CREEK, MI 49017",42.3298601,-85.1407929,"[-85.1407929, 42.3298601]","26","025","002100","26025002100","21",Census Tract 21,G5020,S,"4004477","85438","+42.3207401","-085.1336330"
"1184 N RAYMOND RD, BATTLE CREEK, MI 49014",42.3312275,-85.1406086,"[-85.1406086, 42.3312275]","26","025","002100","26025002100","21",Census Tract 21,G5020,S,"4004477","85438","+42.3207401","-085.1336330"
"1008 RAYMOND RD, BATTLE CREEK, MI 49014",42.3240686,-85.140259,"[-85.140259, 42.3240686]","26","025","002100","26025002100","21",Census Tract 21,G5020,S,"4004477","85438","+42.3207401","-085.1336330"
"8574 VERONA RD, BATTLE CREEK, MI 49014",42.33113,-85.1289333,"[-85.1289333, 42.33112999999999]","26","025","002100","26025002100","21",Census Tract 21,G5020,S,"4004477","85438","+42.3207401","-085.1336330"
"202 McGrath Place, BATTLE CREEK, MI 49014",42.3296738,-85.1389422,"[-85.1389422, 42.32967379999999]","26","025","002100","26025002100","21",Census Tract 21,G5020,S,"4004477","85438","+42.3207401","-085.1336330"
"3223 RAVENSWOOD RD, MARYSVILLE, MI 48040",42.9355024,-82.4621595,"[-82.4621595, 42.9355024]","26","147","637100","26147637100","6371",Census Tract 6371,G5020,S,"6971714","0","+42.9267909","-082.4830606"
"170 - 184 GRATIOT BLVD, MARYSVILLE, MI 48040",42.9317282,-82.4579975,"[-82.45799749999999, 42.93172819999999]","26","147","637100","26147637100","6371",Census Tract 6371,G5020,S,"6971714","0","+42.9267909","-082.4830606"
"509 CHARTIER RD, MARINE CITY, MI 48039",42.7090392,-82.5003799,"[-82.5003799, 42.7090392]","26","147","644000","26147644000","6440",Census Tract 6440,G5020,S,"5821886","1914861","+42.7142971","-082.5027902"
"6347 KING RD, MARINE CITY, MI 48039",42.7159294,-82.5090278,"[-82.5090278, 42.7159294]","26","147","644000","26147644000","6440",Census Tract 6440,G5020,S,"5821886","1914861","+42.7142971","-082.5027902"
"1300 S Parker St, MARINE CITY, MI 48039",42.70844,-82.500927,"[-82.50092699999999, 42.70844]","26","147","644000","26147644000","6440",Census Tract 6440,G5020,S,"5821886","1914861","+42.7142971","-082.5027902"
